,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,9201.69565473497,0.0,211.86466662585735,0.0,0.0,0.0,0.0,85.73268395662308,0.0,0.4182674288749695,0.0,0.0,0.0,0.0,0.0,17.82126298546791,0.0,0.0,0.0,0.0
1,0.0,8107.74645101279,0.0,0.0,504.53597865998745,0.0,0.0,0.0,0.0,0.0,0.0,5.146210610866547,0.0,41.55817653238773,0.0,0.0,0.0,0.0,11.145626872777939,0.0
2,211.86466662585735,0.0,6810.130086451769,0.0,0.0,0.0,31.204584196209908,30.012653052806854,238.24162118136883,1.3102305233478546,0.9529575705528259,0.0,3.404846578836441,0.0,1.76518315076828,25.718475937843323,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,6353.367353260517,0.0,0.0,44.93245476484299,0.0,0.0,0.0,0.0,0.0,56.427843391895294,0.0,0.0,0.0,1.5310004353523254,0.0,0.0,0.0
4,0.0,504.53597865998745,0.0,0.0,5465.584091171622,0.0,0.0,0.0,0.0,0.0,0.0,62.28505961596966,0.0,33.966674745082855,10.540844097733498,0.0,0.0,0.0,8.09140631556511,0.0
5,0.0,0.0,0.0,0.0,0.0,3729.320038020611,53.65270018577576,0.922579437494278,87.94975027441978,0.0,0.0,0.0,17.48356829583645,1.2057680487632751,0.0,15.017884254455566,0.0,0.0,0.0,0.0
6,0.0,0.0,31.204584196209908,44.93245476484299,0.0,53.65270018577576,3376.454423442483,29.78212258219719,54.851266264915466,0.29440876841545105,0.0,0.0,1.9944768846035004,0.0,0.0,29.334843024611473,5.3038831651210785,0.0,0.0,0.0
7,85.73268395662308,0.0,30.012653052806854,0.0,0.0,0.922579437494278,29.78212258219719,3530.3386867791414,10.478794068098068,0.0,0.0,0.0,0.0,0.0,0.0,38.54858863353729,0.0,0.0,0.0,0.0
8,0.0,0.0,238.24162118136883,0.0,0.0,87.94975027441978,54.851266264915466,10.478794068098068,2321.2774267047644,0.0,0.0,0.0,2.475522041320801,1.7952807545661926,0.0,13.300721675157547,0.0,0.0,0.0,0.0
9,0.4182674288749695,0.0,1.3102305233478546,0.0,0.0,0.0,0.29440876841545105,0.0,0.0,2376.305162549019,37.16773623228073,0.0,0.0,0.0,0.0,0.0,0.8487260639667511,0.0,0.0,0.0
10,0.0,0.0,0.9529575705528259,0.0,0.0,0.0,0.0,0.0,0.0,37.16773623228073,1594.7085936367512,0.0,0.0,0.0,0.0,0.0,1.8264818340539932,0.0,0.0,2.2749598026275635
11,0.0,5.146210610866547,0.0,0.0,62.28505961596966,0.0,0.0,0.0,0.0,0.0,0.0,1364.3152839243412,0.0,2.133052885532379,6.879551902413368,0.0,0.0,0.0,0.9199657440185547,0.0
12,0.0,0.0,3.404846578836441,56.427843391895294,0.0,17.48356829583645,1.9944768846035004,0.0,2.475522041320801,0.0,0.0,0.0,1255.2979757934809,0.0,0.5900680422782898,9.88853594660759,0.0,0.0,0.0,0.0
13,0.0,41.55817653238773,0.0,0.0,33.966674745082855,1.2057680487632751,0.0,0.0,1.7952807545661926,0.0,0.0,2.133052885532379,0.0,1081.1044027805328,0.0,0.0,0.0,0.0,0.41428741812705994,0.0
14,0.0,0.0,1.76518315076828,0.0,10.540844097733498,0.0,0.0,0.0,0.0,0.0,0.0,6.879551902413368,0.5900680422782898,0.0,883.6997547447681,0.2727181017398834,0.0,0.9937985837459564,0.0,1.7306675463914871
15,17.82126298546791,0.0,25.718475937843323,0.0,0.0,15.017884254455566,29.334843024611473,38.54858863353729,13.300721675157547,0.0,0.0,0.0,9.88853594660759,0.0,0.2727181017398834,666.2306332737207,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,1.5310004353523254,0.0,0.0,5.3038831651210785,0.0,0.0,0.8487260639667511,1.8264818340539932,0.0,0.0,0.0,0.0,0.0,327.308955937624,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9937985837459564,0.0,0.0,215.2806921750307,0.0,0.0
18,0.0,11.145626872777939,0.0,0.0,8.09140631556511,0.0,0.0,0.0,0.0,0.0,0.0,0.9199657440185547,0.0,0.41428741812705994,0.0,0.0,0.0,0.0,170.6765195429325,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2749598026275635,0.0,0.0,0.0,1.7306675463914871,0.0,0.0,0.0,0.0,181.58880884945393
